转债代码,转债名称,上市日期,预测信息日,上市前一日平价,发行规模亿元,正股市值亿元,正股20日波动率,债项评级,申万行业,板块,基础预测价,网上中签率,原股东配售金额元,原股东配售率,动态相似新券触顶率,动态相似新券预测价,近期20只新券触顶率,ln发行规模,中签热度,相似概率logit,训练样本数,训练触顶数,训练未触顶数,选择_Logistic_L2,选择_Ridge_alpha,概率定价权重,概率校准窗口,价格校准窗口,原始触顶概率,概率截距调整,校准后触顶概率,概率定价,Ridge修正额,Ridge定价,价格校准额,最终预测价,区间半径,80%区间下限,80%区间上限,近三年内部样本外MAE,近三年内部样本外RMSE,近三年未触顶MAE,旧固定权重基准MAE,严格T-1
111026.SH,派克转债,2026-08-25,2026-08-24,92.09046454767727,15.8,91.27803294360001,39.018585402891,,国防军工,科技,153.90923745816326,0.0024159331,1312031000.0,0.8303993670886075,0.7364217805541993,155.78201099953517,0.8,2.760009940032921,6.0256696896903055,1.027452854068905,178,67,111,0.3,0.1,1.0,20,60,0.9476910982257665,0.35725306595196127,0.9628207020074246,157.173933829035,-1.553756531390465,154.2282544681447,0.0,157.173933829035,7.107779275920116,150.0661545531149,157.3,5.414946747952961,9.156519857738688,4.975068542101511,6.129659590204124,True
118076.SH,先锋转债,2026-08-26,2026-08-24,82.75462962962963,7.5,144.70159704,73.72634565371,,电子,科技,149.5715651339116,0.0014226342,592740000.0,0.7903199999999999,0.6703049054557775,153.4568709855875,0.8,2.0149030205422647,6.5552450554645825,0.7095644202125277,178,67,111,0.3,0.1,1.0,20,60,0.955211683386352,0.35725306595196127,0.9682389658260115,157.05453691610674,3.2190702014742483,156.67594118706174,0.0,157.05453691610674,7.107779275920116,149.94675764018663,157.3,5.414946747952961,9.156519857738688,4.975068542101511,6.129659590204124,False
