转债代码,转债名称,上市日期,预测信息日,上市前一日平价,发行规模亿元,正股市值亿元,正股20日波动率,债项评级,申万行业,板块,基础预测价,网上中签率,原股东配售金额元,原股东配售率,动态相似新券触顶率,动态相似新券预测价,近期20只新券触顶率,ln发行规模,中签热度,相似概率logit,训练样本数,训练触顶数,训练未触顶数,选择_Logistic_L2,选择_Ridge_alpha,概率定价权重,概率校准窗口,价格校准窗口,原始触顶概率,概率截距调整,校准后触顶概率,概率定价,Ridge修正额,Ridge定价,价格校准额,最终预测价,区间半径,80%区间下限,80%区间上限,近三年内部样本外MAE,近三年内部样本外RMSE,近三年未触顶MAE,旧固定权重基准MAE,模型版本,潜在首日流通筹码亿元,筹码阈值亿元,筹码斜率,单券修正上限,选择样本数,选择期原模型MAE,选择期修正后MAE,选择期原模型RMSE,选择期修正后RMSE,选择期原模型高估超10元,选择期修正后高估超10元,v2.0预测价,筹码非线性修正额,严格T-1
118076.SH,先锋转债,2026-08-26,2026-08-25,80.55555555555554,7.5,140.856379776,73.891081121252,,电子,科技,149.6848831493102,0.0014226342,592740000.0,0.7903199999999999,0.6198152295813228,153.22485719863437,0.8,2.0149030205422647,6.5552450554645825,0.48876404433003107,179,67,112,0.3,0.1,1.0,20,40,0.9121257576040818,0.14873018073376,0.9233388571223914,156.7162164390796,3.2358991657198186,156.46075636435418,0.0,156.7162164390796,7.8876999561388494,148.82851648294076,157.3,5.429508882831601,9.14553380966898,4.995812981741769,6.096645577713094,v2.1_极低筹码非线性修正,1.5726000000000007,0.5,24.0,15.0,179,5.429508365943842,4.934561181118773,9.145534193581444,8.516383047195898,9,9,156.7162164390796,0.0,True
