触顶状态,n,mae,rmse,median_ae,bias,within_3,within_5,within_10,overprediction_share,underprediction_share
未触顶,91,5.176791860727163,7.0119186712505135,3.3432780761718703,0.88003210583362,0.45054945054945056,0.6483516483516484,0.8461538461538461,0.5384615384615384,0.46153846153846156
触及157.30元,61,5.9314184470254885,12.612885607548646,0.26714782714844887,-5.931415945584668,0.6229508196721312,0.7540983606557377,0.8032786885245902,0.4098360655737705,0.5901639344262295
