转债代码,转债名称,上市日期,预测信息日,实际上市收盘价,上市前一日平价,发行规模亿元,正股市值亿元,正股20日波动率,债项评级,申万行业,板块,余额组,市值组,评级组,模型合理价值,规则映射后预测价,规则调整额,预测触及上限,实际触及上限,预测区间下限_80pct,预测区间上限_80pct,区间覆盖,有效分组数,全市场样本数_1日,全市场训练RMSE_1日,年份,平价分组,自动同类样本数,自动同类平均得分,自动同类平均相关系数,自动同类同行业占比,自动同类券,同类残差收益5日_pct,同类残差收益10日_pct,同类溢价变化5日_pct,同类正股超额5日_pct,同类高热度占比,目标正股5日收益_pct,目标正股20日收益_pct,基础预测价,基础预测误差,实际触及157.30,近期20只新券触顶率,近期40只新券触顶率,近期20只基础MAE,距涨幅上限空间,连续题材修正额,连续题材修正预测价,极端状态概率,极端状态修正额,自动题材修正预测价,是否启动极端修正,tmp,动态相似新券触顶率,动态相似新券预测价,组合保护预测价,网上中签率,原股东配售金额元,原股东配售率,ln发行规模,中签热度,相似概率logit,实际触顶
118010.SH,洁特转债,2022-08-02,2022-08-01,125.135,89.96475222890318,4.4,60.903575124,25.907489603852,A+,医药生物,消费,3-10,50-300,A+/A,127.05641250615275,127.05641250615275,0.0,False,False,117.46255282890888,136.65027218339662,True,6.0,320.0,8.266841173967933,2022.0,80-90,7.0,0.6736516522803973,0.5209097696382763,1.0,美诺转债、润达转债、同和转债、科华转债、大参转债、健友转债、正川转债,-0.1261392701346003,-1.1157012706347291,0.6278869975442003,-2.373830648610531,0.1428571428571428,1.7112048757618403,-8.825383483925197,127.05641250615275,1.9214125061527485,False,,,7.817087189654808,30.24358749384725,2.8136099051654178,129.87002241131816,0.0318619272032644,0.0,127.05641250615275,False,127.05641250615275,,127.05641250615275,129.87002241131816,0.0012693291,289074000.0,,1.4816045409242156,6.669266785810723,,False
118011.SH,银微转债,2022-08-02,2022-08-01,128.07,94.9921752738654,5.0,38.9694,45.207870336224,A+,电子,科技,3-10,0-50,A+/A,132.64595442658307,132.64595442658307,0.0,False,False,123.0520947493392,142.23981410382694,True,6.0,320.0,8.266841173967933,2022.0,90-100,7.0,0.7432934216987049,0.5640709026189946,1.0,世运转债、洁美转债、明电转债、兴森转债、利德转债、环旭转债、闻泰转债,-2.320395286784706,-1.846023519659656,-7.754519559526793,6.99418626825985,0.1428571428571428,7.016925246826533,2.2918773171553664,132.64595442658307,4.575954426583081,False,,,7.580699092158133,24.654045573416937,1.5752235386057332,134.22117796518882,0.1133345317852732,0.0,132.64595442658307,False,132.64595442658307,,132.64595442658307,134.22117796518882,0.0018293582,283244000.0,,1.6094379124341003,6.30379008402459,,False
127066.SZ,科利转债,2022-08-03,2022-08-02,133.52,99.15280828365232,15.343705,369.86512458,55.684446206424,AA,电力设备,制造,10-20,300+,AA/AA-,131.6734442859251,131.6734442859251,0.0,False,False,122.07958460868122,141.26730396316896,True,6.0,320.0,7.559083051182042,2022.0,90-100,7.0,0.6419252374205039,0.3993407501902993,1.0,天奈转债、嘉元转债、海优转债、恩捷转债、宏发转债、锦浪转债、隆22转债,0.5890324799298609,0.7251969466771014,-0.3244518079605019,2.98884413823185,0.2857142857142857,1.5032763715790765,-0.9404388714733593,131.6734442859251,-1.846555714074924,False,,,7.569949570926338,25.626555714074925,0.885248520071483,132.55869280599657,0.0005056399630964,0.0,131.6734442859251,False,131.6734442859251,,131.6734442859251,132.55869280599657,0.0037950854,1088607700.0,,2.7307052922002693,5.574048365093931,,False
123152.SZ,润禾转债,2022-08-11,2022-08-10,157.3,141.64673727365903,2.9235,52.604448,97.349188019236,A+,基础化工,周期,0-3,50-300,A+/A,177.64102935815967,157.3,-20.34102935815966,True,True,147.70614032275614,157.3,True,6.0,321.0,9.403936298889343,2022.0,>=120,7.0,0.6426213960688748,0.4381159652568077,1.0,鸿达转债、杭氧转债、锦鸡转债、华通转债、川恒转债、道恩转债、兄弟转债,-0.1725487491564398,0.5679829731179102,0.3800676080600027,0.6889564336372667,0.2857142857142857,27.76579352850539,46.55355249204667,157.3,0.0,True,,,7.258306933207359,0.0,-2.539370719952621,154.7606292800474,0.9724083122805915,0.0,157.3,False,157.3,,157.3,154.7606292800474,0.000604878,218408000.0,,1.0727815286335882,7.4104837731606725,,True
123153.SZ,英力转债,2022-08-11,2022-08-10,143.0,94.0748440748441,3.4,23.892,44.482884552989,A+,电子,科技,3-10,0-50,A+/A,137.28133954862005,137.28133954862005,0.0,False,False,127.68747987137618,146.87519922586392,True,6.0,321.0,9.403936298889343,2022.0,90-100,7.0,0.6779899157877309,0.4597044497848415,1.0,利德转债、晨丰转债、超声转债、捷捷转债、长信转债、胜蓝转债、洁美转债,-0.3820458451171106,-1.524019554351138,-1.323043136577997,3.3667743962653818,0.0,8.44817255841821,-5.778240499739717,137.28133954862005,-5.718660451379947,False,,,7.113895987876603,20.01866045137996,2.619398618129619,139.90073816674968,0.3120095447845772,0.0,137.28133954862005,False,137.28133954862005,,137.28133954862005,139.90073816674968,0.0004853285,280716600.0,,1.2237754316221157,7.6306845767165505,,False
113061.SH,拓普转债,2022-08-12,2022-08-11,147.467,112.14625945643036,25.0,882.188280886,47.239105576876,AA+,汽车,制造,20-50,300+,AAA/AA+,139.85365448560424,139.85365448560424,0.0,False,False,130.25979480836037,149.4475141628481,True,6.0,325.0,8.503188482077482,2022.0,110-120,7.0,0.6889517219691124,0.5825916200706744,1.0,伯特转债、升21转债、亚太转债、今飞转债、文灿转债、银轮转债、美力转债,-0.6617709705927517,-1.5268989109225268,0.3024305563272484,-1.6484937472365235,0.1428571428571428,-2.031575082609227,1.870705013998464,139.85365448560424,-7.613345514395775,False,,,7.1976673040642085,17.446345514395773,0.5672816424783286,140.42093612808256,1.3598601740764848e-06,0.0,139.85365448560424,False,139.85365448560424,,139.85365448560424,140.42093612808256,0.0026421752,2200550000.0,,3.2188758248682006,5.9361527616817,,False
113652.SH,伟22转债,2022-08-12,2022-08-11,128.238,82.16133942161339,14.77,457.268204757,56.296086560565,AA,环保,周期,10-20,300+,AA/AA-,120.87345975070862,120.87345975070862,0.0,False,False,111.27960007346476,130.46731942795248,True,6.0,325.0,8.503188482077482,2022.0,80-90,7.0,0.6377633945423593,0.3855184598717392,1.0,迪龙转债、国祯转债、海环转债、龙净转债、中环转2、绿动转债、盈峰转债,1.275937102407636,1.711588402030043,2.593694429016004,-2.402104536829386,0.4285714285714285,-9.490274983232736,-8.90988862639217,120.87345975070862,-7.36454024929138,False,,,7.024183779343704,36.42654024929139,1.0019444814989151,121.87540423220752,5.588737822986454e-05,0.0,120.87345975070862,False,120.87345975070862,,120.87345975070862,121.87540423220752,0.0008412999,1379320000.0,,2.6925980965432883,7.080562362271177,,False
118014.SH,高测转债,2022-08-12,2022-08-11,142.034,101.22627048697086,4.833,195.67220456,53.196703860791,A+,电力设备,制造,3-10,50-300,A+/A,137.16882007746682,137.16882007746682,0.0,False,False,127.57496040022296,146.7626797547107,True,6.0,325.0,8.503188482077482,2022.0,100-110,7.0,0.6242925330155653,0.4030204292908134,1.0,海优转债、天奈转债、隆22转债、帝尔转债、上22转债、福莱转债、科利转债,0.5103165384101129,1.8117782858970304,0.7998786463679988,2.831537575859677,0.4285714285714285,8.9881934746731,-1.333180094242048,137.16882007746682,-4.865179922533173,False,,,7.06013365359983,20.131179922533192,1.5625912937752635,138.73141137124207,0.0826509333396171,0.0,137.16882007746682,False,137.16882007746682,,137.16882007746682,138.73141137124207,0.001308512,335395000.0,,1.575467392862947,6.638864665229859,,False
113651.SH,松霖转债,2022-08-17,2022-08-16,149.127,91.31483715319663,6.1,60.7128925012,30.279176415418,AA,轻工制造,制造,3-10,50-300,AA/AA-,129.482620170946,129.482620170946,0.0,False,False,119.88876049370214,139.07647984818988,False,6.0,331.0,8.549907690333391,2022.0,90-100,7.0,0.7723168683255087,0.6474526797924531,1.0,嘉美转债、翔港转债、景兴转债、东风转债、鹰19转债、山鹰转债、合兴转债,-0.6180677699519009,0.5336833840916988,-0.5071603291744999,0.6628975295437822,0.0,0.3978779840848823,-12.027890761185356,129.482620170946,-19.644379829054003,False,0.125,,7.247092928455098,27.817379829054005,2.528109536618682,132.01072970756468,0.0415268926308396,0.0,129.482620170946,False,129.482620170946,,129.482620170946,132.01072970756468,0.0003775006,566127000.0,,1.8082887711792655,7.881938399872484,,False
118015.SH,芯海转债,2022-08-18,2022-08-17,143.543,98.32142857142856,4.1,76.9994465604,62.79855829368,A+,电子,科技,3-10,50-300,A+/A,140.17969664507677,140.17969664507677,0.0,False,False,129.97408763776627,150.38530565238727,True,6.0,332.0,8.494588216480093,2022.0,90-100,7.0,0.8127728338188643,0.7161685525255808,1.0,洁美转债、银微转债、捷捷转债、利德转债、富瀚转债、聚飞转债、明电转债,0.8720294489931603,0.6661317583334146,1.726967494558501,-3.54075694204622,0.0,-4.343293954134819,1.981848490461191,140.17969664507677,-3.3633033549232323,False,0.1111111111111111,,8.190929238152505,17.120303354923237,0.545289239241491,140.72498588431827,0.3749960242177724,0.0,140.17969664507677,False,140.17969664507677,,140.17969664507677,140.72498588431827,0.0011987649,263793000.0,,1.410986973710262,6.7264635022296915,,False
127067.SZ,恒逸转2,2022-08-18,2022-08-17,119.94,88.09523809523809,30.0,339.1309587375,31.811816521845,AA+,石油石化,周期,20-50,300+,AAA/AA+,123.29827575430951,123.29827575430951,0.0,False,False,113.09266674699904,133.50388476162,True,6.0,332.0,8.494588216480093,2022.0,80-90,7.0,0.5829355576608198,0.6768139841613994,0.2857142857142857,恒逸转债、齐翔转2、凤21转债、美锦转债、岩土转债、金能转债、北港转债,-0.0363049855565053,0.2513935194649064,0.0104502386844984,1.0449918502243083,0.1428571428571428,0.5434782608695787,-5.900305188199395,123.29827575430951,3.358275754309517,False,0.1,,8.316708747643926,34.0017242456905,1.6558581695602428,124.95413392386976,1.649235478151736e-06,0.0,123.29827575430951,False,123.29827575430951,,123.29827575430951,124.95413392386976,0.0037309199,2545343400.0,,3.4011973816621555,5.591100453748701,,False
123154.SZ,火星转债,2022-08-23,2022-08-22,129.0,88.17577334489735,5.28999,123.525,31.181651858819,AA-,家用电器,消费,3-10,50-300,AA/AA-,127.2803946142706,127.2803946142706,0.0,False,False,117.07478560696012,137.4860036215811,True,6.0,336.0,8.392766108122354,2022.0,80-90,7.0,0.5633208482618812,0.402741511816428,0.7142857142857143,荣泰转债、科沃转债、朗科转债、奇精转债、宏辉转债、华翔转债、奇正转债,0.9637581137792396,-0.7228738613390341,1.6505981112970076,-0.0775472485129991,0.4285714285714285,-2.7423469387755084,-11.15642295368482,127.2803946142706,-1.7196053857293947,False,0.0909090909090909,,8.285444002217377,30.01960538572941,2.1568977281610247,129.43729234243162,0.0154519736382453,0.0,127.2803946142706,False,127.2803946142706,,127.2803946142706,129.43729234243162,0.0012205729,386354800.0,,1.665816355509253,6.7084349402959935,,False
118016.SH,京源转债,2022-08-25,2022-08-24,124.964,92.24694903086863,3.325,13.78721475,46.970148833366,A,环保,周期,3-10,0-50,A+/A,131.73629245837373,131.73629245837373,0.0,False,False,121.53068345106324,141.94190146568425,True,6.0,336.0,7.305830902028815,2022.0,90-100,7.0,0.5703690011744647,0.2363055572004241,1.0,海环转债、中环转2、惠城转债、龙净转债、绿茵转债、国祯转债、维尔转债,0.882685591923749,0.9060408379003786,0.1764736224880003,2.211442431159938,0.1428571428571428,-2.7252081756245383,-9.887798036465645,131.73629245837373,6.772292458373727,False,0.0833333333333333,0.0833333333333333,7.6855767154186365,25.56370754162629,1.7179435968892576,133.45423605526298,0.1581928464234227,0.0,131.73629245837373,False,134.43523052131204,0.0434865090467391,132.57004975783158,133.45423605526298,0.000842649,234237000.0,,1.2014696741078175,7.078960056775282,-3.090844140144121,False
113653.SH,永22转债,2022-08-26,2022-08-25,126.464,103.31965684446102,7.7,52.942974267,52.560853721935,AA-,基础化工,周期,3-10,50-300,AA/AA-,135.23263510652953,135.23263510652953,0.0,False,False,125.02702609921904,145.43824411384003,True,6.0,340.0,7.80665016618814,2022.0,100-110,7.0,0.6829712435313734,0.4814352975090908,1.0,裕兴转债、国光转债、博22转债、金能转债、元力转债、利尔转债、嘉澳转债,0.0081546242843266,-0.7691269643196043,-0.3847111993504004,0.3169400862092275,0.1428571428571428,-6.4189189189189255,0.6540697674418672,135.23263510652953,8.76863510652953,False,0.0769230769230769,0.0769230769230769,7.838113805659281,22.067364893470483,0.0864239632092055,135.31905906973873,0.0698190637469851,0.0,135.23263510652953,False,137.90366135129233,0.0351867628311854,135.81499445764135,135.31905906973873,0.001077566,644950000.0,,2.0412203288596382,6.833050484962022,-3.311264590050677,False
118017.SH,深科转债,2022-08-29,2022-08-26,130.362,102.96101949025488,3.6,22.261688,113.97672424296,A+,机械设备,制造,3-10,0-50,A+/A,142.04215464098596,142.04215464098596,0.0,False,False,131.83654563367546,152.24776364829646,False,6.0,338.0,7.012027701224104,2022.0,100-110,7.0,0.6769523696372216,0.4863309163568249,1.0,锋龙转债、耐普转债、万讯转债、百达转债、三超转债、昌红转债、华锐转债,0.2260832429624438,2.5128970298077906,3.9465454428839983,-6.343581471886861,0.4285714285714285,-12.7936507936508,3.6212749905695896,142.04215464098596,11.68015464098596,False,0.0714285714285714,0.0714285714285714,7.811651866774343,15.257845359014055,-1.2582173084840236,140.78393733250192,0.7777509516623644,15.257845359014055,157.3,True,144.15561406135035,0.0847987139731758,143.01253888932044,157.3,0.0007162703,276376000.0,,1.2809338454620642,7.241452948277616,-2.378863648539,False
123155.SZ,中陆转债,2022-08-31,2022-08-30,119.0,76.06918238993711,3.6,24.19,54.945335212559,A+,电力设备,制造,3-10,0-50,A+/A,120.63483371906402,120.63483371906402,0.0,False,False,109.43238998382212,131.83727745430593,True,6.0,340.0,5.528314068709952,2022.0,<80,7.0,0.7241502654354764,0.6098121985244143,1.0,海优转债、宏丰转债、精达转债、杭电转债、起帆转债、西子转债、红相转债,0.5325239214329563,0.2324862233691431,3.026078723644801,-6.349052957093148,0.2857142857142857,-10.37421267135975,-17.999999999999993,120.63483371906402,1.6348337190640194,False,0.0666666666666666,0.0666666666666666,6.998024922403909,36.66516628093599,2.7924792865691463,123.42731300563317,0.0296190066077635,0.0,120.63483371906402,False,123.00430865966588,0.0373720373738445,121.66252269249104,123.42731300563317,0.000730707,274113700.0,,1.2809338454620642,7.221497999358055,-3.248744244528567,False
113654.SH,永02转债,2022-09-01,2022-08-31,120.543,86.42501776830134,6.10547,59.3956186176,34.914846882735,AA-,机械设备,制造,3-10,50-300,AA/AA-,123.26126540171956,123.26126540171956,0.0,False,False,112.05882166647766,134.46370913696146,True,6.0,335.0,7.127565610831929,2022.0,80-90,7.0,0.6766422965296618,0.4690752131561045,1.0,精测转债、艾迪转债、沪工转债、华锐转债、耐普转债、大族转债、XD法兰转,1.6486663232867251,3.1355612992228763,4.631964249353999,-1.594689363322943,0.4285714285714285,-5.882352941176472,-13.142857142857146,123.26126540171956,2.718265401719549,False,0.0625,0.0625,6.957724003174103,34.038734598280456,1.44367904602947,124.70494444774904,0.0101968071761556,0.0,123.26126540171956,False,125.17429727249052,0.0268094105858371,123.94568421047028,124.70494444774904,0.001553915,440810000.0,,1.8091850906763782,6.466977726087345,-3.5918269739841633,False
113655.SH,欧22转债,2022-09-01,2022-08-31,131.664,104.01721664275468,20.0,794.94329214,47.253601725312,AA,轻工制造,制造,20-50,300+,AA/AA-,133.02018290417163,133.02018290417163,0.0,False,False,121.81773916892972,144.22262663941353,True,6.0,335.0,7.127565610831929,2022.0,100-110,7.0,0.5240812674193946,0.1165038432082373,1.0,江山转债、乐歌转债、帝欧转债、景兴转债、鹰19转债、山鹰转债、鹤21转债,-1.5700480872614817,-0.8214461605709673,-3.179656912731005,2.1273245906497595,0.0,12.4031007751938,12.665112665112677,133.02018290417163,1.3561829041716464,False,0.0588235294117647,0.0588235294117647,5.128347498977537,24.279817095828378,0.6532842912063157,133.67346719537795,2.957498332565273e-06,0.0,133.02018290417163,False,134.55182166368962,0.0306394054561347,133.57812227447155,133.67346719537795,0.0018188038,1787113000.0,,2.995732273553991,6.3095762467259595,-3.454349732748597,False
123156.SZ,博汇转债,2022-09-02,2022-09-01,120.52,90.69767441860463,3.97,23.99124,43.020470349967,A+,石油石化,周期,3-10,0-50,A+/A,125.71171789604702,125.71171789604702,0.0,False,False,115.8985064684293,135.52492932366474,True,6.0,336.0,5.544973785545913,2022.0,90-100,7.0,0.5498149176730348,0.4517975126499879,0.5714285714285714,恒逸转2、恒逸转债、齐翔转2、彤程转债、盛虹转债、中金转债、凌钢转债,-0.1872847860229423,-1.220395611630912,-0.2614519743190033,0.762721543646222,0.1428571428571428,-3.3286118980169865,-0.5826656955571718,125.71171789604702,5.191717896047024,False,0.0555555555555555,0.0555555555555555,5.014909343784462,31.58828210395299,0.5428936327196481,126.25461152876667,0.0455593275638174,0.0,125.71171789604702,False,127.48615979485012,0.0227149921250781,126.24986358047406,126.25461152876667,0.0005573422,332959100.0,,1.3787660946990992,7.492331144023376,-3.761753174348545,False
127068.SZ,顺博转债,2022-09-07,2022-09-06,125.4,81.25305922662753,8.3,72.874,50.670879911386,AA-,有色金属,周期,3-10,50-300,AA/AA-,120.99207482565131,120.99207482565131,0.0,False,False,111.1788633980336,130.80528625326903,True,6.0,339.0,6.747755591311452,2022.0,80-90,7.0,0.7129598379150304,0.5940087982174098,1.0,新星转债、豪美转债、万顺转2、万顺转债、金田转债、国城转债、楚江转债,1.4785024786590075,0.0121518656684078,2.0531538281340005,0.4000000000000003,0.2857142857142857,1.3431013431013603,-15.736040609137047,120.99207482565131,-4.407925174348691,False,0.0526315789473684,0.0526315789473684,5.051347478692162,36.307925174348696,3.30500666506697,124.29708149071828,0.0052484066633363,0.0,120.99207482565131,False,122.7554535377505,0.0240875700966326,121.64800209517662,124.29708149071828,0.000741748,742501600.0,,2.1162555148025524,7.206500995123234,-3.701676915108441,False
127069.SZ,小熊转债,2022-09-07,2022-09-06,132.56,94.29657794676808,5.36,81.2448,34.980701800964,AA-,家用电器,消费,3-10,50-300,AA/AA-,127.54693129613348,127.54693129613348,0.0,False,False,117.73371986851576,137.3601427237512,True,6.0,339.0,6.747755591311452,2022.0,90-100,7.0,0.5499712092651942,0.2765824025022941,0.8571428571428571,火星转债、奥佳转债、荣泰转债、科沃转债、奇精转债、朗科转债、健友转债,1.2481250947742129,2.255397662306233,4.535243233109,-3.326362625139057,0.2857142857142857,0.1731102135025919,2.2379269729092988,127.54693129613348,-5.013068703866523,False,0.05,0.05,5.226061020483366,29.75306870386653,0.2839765585585583,127.83090785469204,0.0199465110319562,0.0,127.54693129613348,False,128.8280532989375,0.0180781328841431,127.95034124343812,127.83090785469204,0.000572555,468428000.0,,1.6789639750827108,7.465401757281298,-3.9948086601848645,False
118018.SH,瑞科转债,2022-09-14,2022-09-13,121.262,81.95610071013557,4.3,45.702,51.080723627776,A+,基础化工,周期,3-10,0-50,A+/A,123.09991054581457,123.09991054581457,0.0,False,False,113.28669911819684,132.91312197343228,True,6.0,349.0,7.303300709394837,2022.0,80-90,7.0,0.7876499022578262,0.6504332461099936,1.0,道恩转债、正丹转债、双箭转债、元力转债、裕兴转债、锦鸡转债、永22转债,1.210263317244524,3.155386808794089,2.483621992523993,-1.4337575624170371,0.5714285714285714,2.2965350523771244,-18.333869411386296,123.09991054581457,1.837910545814566,False,0.05,0.0476190476190476,5.380643830369055,34.200089454185445,3.671422638638772,126.77133318445334,0.0256567299622429,0.0,123.09991054581457,False,124.89924723181336,0.0187779346821134,123.5815658302344,126.77133318445334,0.0017053137,237185000.0,,1.4586150226995167,6.374006196900628,-3.9561163068213987,False
127071.SZ,天箭转债,2022-09-19,2022-09-16,119.016,83.2234983995481,4.95,68.68340234600001,29.869862297347,AA+,国防军工,科技,3-10,50-300,AAA/AA+,121.87055077353,121.87055077353,0.0,False,False,112.05733934591228,131.68376220114772,True,6.0,341.0,6.003468731654646,2022.0,80-90,7.0,0.6697687256573719,0.6210934219209568,0.7142857142857143,航新转债、应急转债、三角转债、火炬转债、盛路转债、晨丰转债、银微转债,-3.457907050277872,-0.2319327519253455,-6.4212116993006605,4.598497134389612,0.0,-4.556251349600515,-17.042042042042038,121.87055077353,2.854550773529993,False,0.05,0.0454545454545454,5.243741636330629,35.42944922647001,2.497076426468576,124.36762719999858,0.0090257469714078,0.0,121.87055077353,False,123.12425117035777,0.017703474735585,122.34096904298738,124.36762719999858,0.0023395832,220443300.0,,1.599387576580599,6.057782485135837,-4.0161322902700745,False
123157.SZ,科蓝转债,2022-09-20,2022-09-19,116.911,85.89263420724095,4.946,63.5957536192,38.180425905818,AA-,计算机,科技,3-10,50-300,AA/AA-,123.54558631494952,123.54558631494952,0.0,False,False,114.20813515110272,132.88303747879633,True,6.0,343.0,5.911041415123216,2022.0,80-90,7.0,0.7741400643246267,0.6520672999804777,1.0,太极转债、思特转债、久其转债、山石转债、拓尔转债、银信转债、蓝盾转退,-2.085177827464661,-0.8862241729174686,-0.5502993551910009,1.0429479635429284,0.2857142857142857,-6.964164976335363,-14.745972738537796,123.54558631494952,6.634586314949516,False,0.05,0.0434782608695652,5.294141389303382,33.754413685050494,1.547653073299632,125.09323938824916,0.0148045753844755,0.0,123.54558631494952,False,124.66289820032635,0.0149254078554988,123.92343510832896,125.09323938824916,0.0030732594,163796800.0,,1.5985791690992244,5.785016586770237,-4.189652380463462,False
111006.SH,嵘泰转债,2022-09-21,2022-09-20,126.278,98.01154586273252,6.5067,49.5649584,94.156431307616,AA-,汽车,制造,3-10,0-50,AA/AA-,131.63479080268823,131.63479080268823,0.0,False,False,122.29733963884144,140.97224196653502,True,6.0,340.0,5.997373924252898,2022.0,90-100,7.0,0.8184477069452606,0.7235772353312193,1.0,正裕转债、明新转债、贝斯转债、远东转债、今飞转债、汽模转2、卡倍转债,-1.5599561925635343,-0.7446677445185075,-3.593124695750504,2.0680494931991977,0.0,-2.984126984126989,-15.016685205784208,131.63479080268823,5.356790802688224,False,0.0,0.0416666666666666,5.6258707050508585,25.665209197311786,2.84429619000065,134.47908699268888,0.0844425248843804,0.0,131.63479080268823,False,132.92276246355843,0.0247181260708947,132.11058771011952,134.47908699268888,0.0010037538,536034000.0,,1.8728324152545341,6.904008506907231,-3.675189707159345,False
127070.SZ,大中转债,2022-10-11,2022-10-10,112.299,86.00352112676056,15.2,147.3316,27.608118951183,AA,钢铁,周期,10-20,50-300,AA/AA-,119.60697723131068,119.60697723131068,0.0,False,False,110.7324943692414,128.48146009337998,True,6.0,338.0,6.312825199908871,2022.0,80-90,7.0,0.7412501672671544,0.7066676262787022,0.7142857142857143,友发转债、凌钢转债、本钢转债、甬金转债、中特转债、东湖转债、中金转债,0.3526202335837372,-0.5996883292901202,0.6551975300044006,0.4546882018787168,0.0,-2.104208416833675,-9.031657355679712,119.60697723131068,7.307977231310673,False,0.0,0.04,5.6077772226162725,37.69302276868933,1.9248158416899184,121.5317930730006,0.0001140034371803,0.0,119.60697723131068,False,120.84147009853692,0.019637977454539,120.1621382798044,121.5317930730006,0.0018836803,1299099500.0,,2.7212954278522306,6.27452780937168,-3.9104565975163026,False
113656.SH,嘉诚转债,2022-10-12,2022-10-11,113.872,75.06527415143603,8.0,40.2352515375,26.749545806699,AA-,交通运输,周期,3-10,0-50,AA/AA-,115.41710846435308,115.41710846435308,0.0,False,False,106.5426256022838,124.29159132642236,True,6.0,332.0,6.559179848040803,2022.0,<80,7.0,0.6467303462273241,0.5731373256800892,0.7142857142857143,北港转债、招路转债、宏川转债、长久转债、南航转债、文科转债、美锦转债,0.1720489414999686,0.2074742345788988,-0.3951753694099977,1.0358596930786224,0.2857142857142857,-6.807131280388989,-14.519326065411295,115.41710846435308,1.5451084643530777,False,0.0,0.0384615384615384,5.592508808462017,41.88289153564693,2.0932939804776827,117.51040244483076,0.001035888122697,0.0,115.41710846435308,False,116.67146095030874,0.0179229142865408,115.9801060706525,117.51040244483076,0.0012370158,668175000.0,,2.0794415416798357,6.695053412815848,-4.003589782041989,False
118019.SH,金盘转债,2022-10-13,2022-10-12,133.066,102.93440736478712,9.76702,152.31546,83.085028245959,AA,电力设备,制造,3-10,50-300,AA/AA-,133.8407919170665,133.8407919170665,0.0,False,False,125.62353812099704,142.05804571313595,True,6.0,334.0,6.791856382217897,2022.0,100-110,7.0,0.7969146488041499,0.7217801319891003,1.0,高测转债、西子转债、科利转债、宏发转债、通光转债、日丰转债、嘉元转债,-0.2267942415425652,-1.2219623932439434,0.076075293427003,-0.1175686810078513,0.1428571428571428,17.2346002621232,9.085365853658557,133.8407919170665,0.7747919170664943,False,0.0,0.037037037037037,5.301537219215102,23.459208082933515,1.969081681349484,135.80987359841598,0.0169381638787719,0.0,133.8407919170665,False,134.7972743365129,0.0189191220417555,134.17366263260948,135.80987359841598,0.0029954965,658860000.0,,2.2790114041749256,5.810645284860272,-3.9484817417345552,False
113062.SH,常银转债,2022-10-17,2022-10-14,118.79,100.990099009901,60.0,223.65384348,27.389655337433,AA+,银行,金融,50+,50-300,AAA/AA+,125.43225105851651,125.43225105851651,0.0,False,False,117.21499726244704,133.64950485458598,True,6.0,338.0,6.786325640303368,2022.0,100-110,7.0,0.7012356542388362,0.5080337480130632,1.0,苏农转债、张行转债、江银转债、无锡转债、杭银转债、成银转债、紫银转债,-0.2560600633749915,0.993401225703871,1.4058812394040103,-4.086021505376358,0.2857142857142857,2.5125628140703515,2.383939774153077,125.43225105851651,6.642251058516507,False,0.0,0.0357142857142857,5.097017818941768,31.86774894148349,1.162827160432562,126.59507821894908,6.325918253259575e-10,0.0,125.43225105851651,False,126.5281398466095,0.0243395401788718,126.01398582534507,126.59507821894908,0.0187802588,4009088000.0,,4.0943445622221,3.974949024679294,-3.6910124405599443,False
110088.SH,淮22转债,2022-10-20,2022-10-19,128.009,105.0098879367172,30.0,395.2290228525,48.422257052568,AAA,煤炭,周期,20-50,300+,AAA/AA+,133.6632051930796,133.6632051930796,0.0,False,False,125.44595139701012,141.88045898914905,True,6.0,342.0,6.964668026073054,2022.0,100-110,7.0,0.4393196423856713,0.4533862569500776,0.2857142857142857,能化转债、美锦转债、英特转债、中特转债、成银转债、皖天转债、万青转债,1.6514995486806978,1.3985698562725375,3.179133221363502,-4.574509076846301,0.4285714285714285,-5.962219598583241,5.847176079734218,133.6632051930796,5.654205193079605,False,0.0,0.0344827586206896,4.446911380414893,23.63679480692042,-0.2722596592731994,133.3909455338064,3.6234132899941953e-06,0.0,133.6632051930796,False,134.53624002959577,0.0175803812123164,133.9748630905868,133.3909455338064,0.0048963279,2489350000.0,,3.4011973816621555,5.31926976297549,-4.023234951003779,False
123158.SZ,宙邦转债,2022-10-21,2022-10-20,129.999,103.06289455225624,19.7,327.2720318504,35.876601839078,AA,电力设备,制造,10-20,300+,AA/AA-,131.86362780703757,131.86362780703757,0.0,False,False,123.64637401096812,140.08088160310703,True,6.0,339.0,6.849465115485542,2022.0,100-110,7.0,0.7497614992739966,0.6616899445040205,1.0,通光转债、通裕转债、凯中转债、起帆转债、精达转债、杭电转债、白电转债,-0.1145977194866074,-0.4262571450854713,-0.4874339075510008,-0.3896027694654691,0.1428571428571428,-1.3870246085011306,10.642570281124474,131.86362780703757,1.8646278070375784,False,0.0,0.0333333333333333,4.561456472322712,25.43637219296244,-0.5982981856152719,131.2653296214223,6.184736511875231e-05,0.0,131.86362780703757,False,132.56532714567993,0.0143568818117171,132.13751804900747,131.2653296214223,0.0054476967,1393509500.0,,2.9806186357439426,5.212562383490826,-4.229064943974088,False
