转债代码,转债名称,上市日期,预测信息日,实际上市收盘价,上市前一日平价,发行规模亿元,正股市值亿元,正股20日波动率,债项评级,申万行业,板块,余额组,市值组,评级组,模型合理价值,规则映射后预测价,规则调整额,预测触及上限,实际触及上限,预测区间下限_80pct,预测区间上限_80pct,区间覆盖,有效分组数,全市场样本数_1日,全市场训练RMSE_1日,年份,平价分组,自动同类样本数,自动同类平均得分,自动同类平均相关系数,自动同类同行业占比,自动同类券,同类残差收益5日_pct,同类残差收益10日_pct,同类溢价变化5日_pct,同类正股超额5日_pct,同类高热度占比,目标正股5日收益_pct,目标正股20日收益_pct,基础预测价,基础预测误差,实际触及157.30,近期20只新券触顶率,近期40只新券触顶率,近期20只基础MAE,距涨幅上限空间,连续题材修正额,连续题材修正预测价,极端状态概率,极端状态修正额,自动题材修正预测价,是否启动极端修正,tmp,动态相似新券触顶率,动态相似新券预测价,组合保护预测价,网上中签率,原股东配售金额元,原股东配售率,ln发行规模,中签热度,相似概率logit,实际触顶
123178.SZ,花园转债,2023-03-23,2023-03-22,121.0,94.33838051349572,12.0,78.9593829181,15.392847185842,AA-,医药生物,消费,10-20,50-300,AA/AA-,123.42553777031404,123.42553777031404,0.0,False,False,116.73940180213876,130.11167373848932,True,6.0,381.0,4.971781632327668,2023.0,90-100,7.0,0.7264715815006053,0.5944385836315581,1.0,美诺转债、北陆转债、溢利转债、康医转债、健帆转债、康泰转2、塞力转债,-0.1312024358618767,-1.2006199467559324,-0.2260749623444997,0.1754407425488713,0.0,1.7033356990773685,-5.287508261731666,123.42553777031404,2.425537770314037,False,0.1,0.075,4.34589272058425,33.874462229685975,2.04398970483176,125.4695274751458,0.0019513051783881,0.0,123.42553777031404,False,124.82385346470356,0.0181530208619991,123.8867306349724,125.4695274751458,0.0041236091,768513900.0,,2.4849066497880004,5.491026503934895,-3.99059848494821,False
123177.SZ,测绘转债,2023-03-24,2023-03-23,157.0,111.053412462908,4.066821,21.79632,45.132577302505,A+,建筑装饰,周期,3-10,0-50,A+/A,138.26919492582246,138.26919492582246,0.0,False,False,132.1030250802301,144.4353647714148,False,6.0,381.0,5.074630882286439,2023.0,110-120,7.0,0.6834926545570704,0.4596707480704047,1.0,设研转债、岭南转债、亚泰转债、中装转2、城市转债、海波转债、精装转债,0.1242766119948012,1.1648506236876313,0.0208138696579993,0.5536456707812665,0.1428571428571428,12.303075768942229,9.992652461425422,138.26919492582246,-18.73080507417754,False,0.1,0.075,4.333071367687811,19.03080507417755,0.9212460710655076,139.19044099688796,0.3643310010747538,0.0,138.26919492582246,False,141.0252281966469,0.1503721642451626,140.4154724355714,139.19044099688796,0.0007604194,327311200.0,,1.4028616131706593,7.181640434787495,-1.7316850970863886,False
123179.SZ,立高转债,2023-03-27,2023-03-24,143.0,105.23603380746238,9.5,172.89614,37.708529678426,AA-,食品饮料,消费,3-10,50-300,AA/AA-,133.30289613193867,133.30289613193867,0.0,False,False,126.6167601637634,139.98903210011397,False,6.0,390.0,5.427838923163407,2023.0,100-110,7.0,0.5768705001090374,0.4163108453056178,0.8571428571428571,百润转债、仙乐转债、华统转债、洽洽转债、巨星转债、伊力转债、新乳转债,1.7581155262869148,2.3457525631395857,3.46750456533,-4.943602744066943,0.5714285714285714,2.140856342537023,1.703356908058562,133.30289613193867,-9.697103868061332,False,0.1,0.075,5.120647672103209,23.997103868061345,1.3495456118131484,134.6524417437518,0.0128931135486775,0.0,133.30289613193867,False,135.1954930683176,0.0178762542082632,133.62462987869435,134.6524417437518,0.0018881657,754014000.0,,2.2512917986064953,6.272149450279427,-4.006244062844072,False
123180.SZ,浙矿转债,2023-03-28,2023-03-27,157.3,90.61283049805289,3.2,44.21,45.043304055201,AA-,机械设备,制造,3-10,0-50,AA/AA-,126.45565806392628,126.45565806392628,0.0,False,True,119.26657767056966,133.6447384572829,False,6.0,393.0,5.506535645341617,2023.0,90-100,7.0,0.6216699399794683,0.3390961436863519,1.0,大丰转债、永02转债、深科转债、XD法兰转、XD佳力转、东杰转债、耐普转债,0.2710919981758777,-0.0826297074892847,0.5080361887930067,-0.165955107276905,0.2857142857142857,-9.014200452768062,-3.32385742401049,126.45565806392628,-30.84434193607373,True,0.1,0.075,5.494855889558181,30.84434193607373,0.1909233946628561,126.64658145858914,0.0807501349227283,0.0,126.45565806392628,False,128.64643712906553,0.0155865358268647,126.81622539440828,126.64658145858914,0.0012512683,187941200.0,,1.1631508098056809,6.683597602067168,-4.145638542407085,True
118032.SH,建龙转债,2023-04-07,2023-04-06,122.625,78.20325203252033,7.0,57.18480782930001,32.671118702811,AA-,基础化工,周期,3-10,50-300,AA/AA-,118.06297186250222,118.06297186250222,0.0,False,False,110.4212969182312,125.70464680677324,True,6.0,391.0,7.490166893055181,2023.0,<80,7.0,0.6149199346783621,0.3266050835922583,1.0,阿拉转债、瑞科转债、聚合转债、会通转债、震安转债、洋丰转债、永东转债,0.0359721744108906,0.6316121725831356,0.2546701886085021,0.5806511937166248,0.0,2.3297872340425574,-18.21273701215883,118.06297186250222,-4.5620281374977765,False,0.15,0.1,7.004456016276455,39.23702813749779,3.6778760827954224,121.74084794529765,0.0081668723416449,0.0,118.06297186250222,False,120.26897060572594,0.0206425431092255,118.67043589610688,121.74084794529765,0.0022622382,462355000.0,,1.9459101490553132,6.091400601792607,-3.8595425547145865,False
113066.SH,平煤转债,2023-04-10,2023-04-07,116.005,85.32654792196777,29.0,232.910725073,29.782431313178,AAA,煤炭,周期,20-50,50-300,AAA/AA+,119.10072950082956,119.10072950082956,0.0,False,False,111.91164910747293,126.2898098941862,True,6.0,399.0,7.855336341630269,2023.0,80-90,7.0,0.5678690821502392,0.5477404864157508,0.4285714285714285,淮22转债、能化转债、美锦转债、皖天转债、甬金转债、旗滨转债、福22转债,0.7708188406910144,-0.236153458841502,1.1114288659869969,-2.199111929794828,0.2857142857142857,-3.2692307692307687,-12.9757785467128,119.10072950082956,3.095729500829563,False,0.15,0.1,7.157775437236967,38.19927049917045,2.802949925490303,121.90367942631984,4.664764813581506e-06,0.0,119.10072950082956,False,120.98556894003816,0.0253384130560959,119.8266611715917,121.90367942631984,0.0089291297,1970769000.0,,3.367295829986474,4.7184363468497885,-3.6497687735442104,False
113667.SH,春23转债,2023-04-11,2023-04-10,128.423,95.38461538461536,5.7,43.5526877472,26.409446830084,AA-,电子,科技,3-10,0-50,AA/AA-,127.88405173269764,127.88405173269764,0.0,False,False,120.694971339341,135.07313212605428,True,6.0,399.0,7.765624391782409,2023.0,90-100,7.0,0.6388936572953094,0.3308916929222106,1.0,春秋转债、联创转债、胜蓝转债、超声转债、晨丰转债、世运转债、商络转债,-1.392895385871008,-2.8544354352596737,-2.6724857847059944,3.933910069561208,0.1428571428571428,3.983228511530412,0.9155645981688608,127.88405173269764,-0.5389482673023593,False,0.15,0.1,7.239025371725594,29.41594826730237,1.0546561588795154,128.93870789157717,0.0492121987213777,0.0,127.88405173269764,False,131.73819258089773,0.078923755120093,129.62526455595307,128.93870789157717,0.0013060618,433335000.0,,1.7404661748405046,6.640738929186201,-2.4570605563428827,False
123181.SZ,亚康转债,2023-04-11,2023-04-10,157.3,102.74509803921568,2.61,31.44,57.81210624043,A+,计算机,科技,0-3,0-50,A+/A,139.55029553703412,139.55029553703412,0.0,False,True,132.3612151436775,146.73937593039074,False,6.0,399.0,7.765624391782409,2023.0,100-110,7.0,0.7562828224687806,0.6334617957926981,1.0,科蓝转债、山石转债、银信转债、城地转债、声迅转债、新北转债、多伦转债,-0.1633794126754167,0.1057082012258807,0.5830327418290047,-2.0710306919848542,0.2857142857142857,1.2886597938144284,3.068450039339088,139.55029553703412,-17.749704462965894,True,0.15,0.1,6.988956365976927,17.749704462965894,0.8490748377147619,140.39937037474888,0.631855135352984,17.749704462965894,157.3,True,143.8896991666121,0.2380412910053401,142.71916746102983,157.3,0.0006413633,193969800.0,,0.959350221334602,7.351914490926612,-1.163448216304771,True
118033.SH,华特转债,2023-04-14,2023-04-13,153.617,111.3156019947756,6.46,112.79145,53.562256459229,AA-,电子,科技,3-10,50-300,AA/AA-,142.83188974067957,142.83188974067957,0.0,False,False,135.19021479640855,150.4735646849506,False,6.0,401.0,7.46280212234288,2023.0,110-120,7.0,0.759955414873505,0.6415365645285843,1.0,立昂转债、洁美转债、华亚转债、南电转债、利德转债、飞凯转债、联得转债,1.8064939168377727,0.3094295044610321,4.814384677855504,-4.489799121155041,0.7142857142857143,-5.693592193944264,10.294117647058831,142.83188974067957,-10.78511025932042,False,0.2,0.125,7.634134600222245,14.46811025932044,-1.1451932524150203,141.68669648826454,0.4167949143936669,0.0,142.83188974067957,False,145.85177199550793,0.1375113258317114,144.32403650870847,141.68669648826454,0.0051331801,109402000.0,,1.8656293177945105,5.272029909325553,-1.836115734020608,False
123182.SZ,广联转债,2023-04-17,2023-04-14,130.0,96.19430693069306,7.0,65.746023,23.878573769681,A+,国防军工,科技,3-10,50-300,A+/A,128.61730078798533,128.61730078798533,0.0,False,False,120.7017315055536,136.53287007041706,True,6.0,396.0,7.1358947748688974,2023.0,90-100,7.0,0.65798120630118,0.5231059018466221,0.8571428571428571,天箭转债、三角转债、航新转债、应急转债、火炬转债、睿创转债、联创转债,1.182744667627616,2.3110006764777644,2.151549096983004,-1.9183490262886795,0.4285714285714285,-2.4780426599748995,0.1933612632935899,128.61730078798533,-1.3826992120146713,False,0.2,0.125,7.818829276239901,28.682699212014683,0.5505382394036061,129.16783902738894,0.0475588834971448,0.0,128.61730078798533,False,133.44668767027858,0.074469948696743,130.21930014208746,129.16783902738894,0.0018373415,513914000.0,,1.9459101490553132,6.299435589101162,-2.519970931019697,False
123184.SZ,天阳转债,2023-04-18,2023-04-17,128.5,105.09383378016086,9.75,63.4142561472,35.781400942821,AA-,计算机,科技,3-10,50-300,AA/AA-,134.55592140888805,134.55592140888805,0.0,False,False,126.64035212645632,142.4714906913198,True,6.0,402.0,7.257712950894863,2023.0,100-110,7.0,0.8111044384342817,0.7451940374375273,1.0,科蓝转债、银信转债、思特转债、恒锋转债、城地转债、声迅转债、山石转债,-1.60799486200347,-1.125889674077253,-3.476753170211502,0.1823958758931265,0.1428571428571428,2.483660130718945,4.116865869853914,134.55592140888805,6.055921408888054,False,0.2,0.125,7.876457982065733,22.74407859111196,1.111062952473768,135.6669843613618,0.0735664963710151,0.0,134.55592140888805,False,139.63969145906552,0.1404948761449241,136.95249128740457,135.6669843613618,0.0033180417,625789400.0,,2.277267285009756,5.708380519480924,-1.8111857668527058,False
110093.SH,神马转债,2023-04-20,2023-04-19,118.387,93.43675417661098,30.0,81.75897093420001,8.7326452014572,AAA,基础化工,周期,20-50,50-300,AAA/AA+,121.17808862324716,121.17808862324716,0.0,False,False,113.26251934081544,129.0936579056789,True,6.0,397.0,7.953671908366829,2023.0,90-100,7.0,0.6538328812197027,0.422377703888466,1.0,兄弟转债、三房转债、惠云转债、川恒转债、天业转债、阿拉转债、博22转债,0.0844159637473234,-0.4803619352100845,0.4987939713959974,-0.5975389330727665,0.1428571428571428,-0.1275510204081564,-0.5082592121982255,121.17808862324716,2.7910886232471626,False,0.2,0.125,7.9568758464552705,36.12191137675285,1.0402918223968975,122.21838044564406,1.6759785641884594e-05,0.0,121.17808862324716,False,122.74705847613644,0.0230588252208508,121.80278525405689,122.21838044564406,0.0047507796,2504291000.0,,3.4011973816621555,5.349446548087048,-3.7463778710905697,False
123183.SZ,海顺转债,2023-04-20,2023-04-19,120.4,87.36263736263736,6.33,30.771509295,25.255561580995,AA-,轻工制造,制造,3-10,0-50,AA/AA-,122.86345037906632,122.86345037906632,0.0,False,False,114.9478810966346,130.77901966149804,True,6.0,397.0,7.953671908366829,2023.0,80-90,7.0,0.6905594553935683,0.511230446510513,1.0,东风转债、松霖转债、好客转债、景兴转债、未来转债、特纸转债、帝欧转债,-0.5293322498249027,0.087759911441959,-1.1595146873930098,1.104450229000148,0.1428571428571428,0.8883248730964466,-10.220214568040651,122.86345037906632,2.463450379066316,False,0.2,0.125,7.694784892549492,34.43654962093369,2.453428421378682,125.316878800445,0.0334050047753199,0.0,122.86345037906632,False,127.28538417252064,0.0775082545433597,124.8652880192771,125.316878800445,0.0012439491,502155700.0,,1.8453002361560848,6.689464201900962,-2.4766939869357785,False
123185.SZ,能辉转债,2023-04-20,2023-04-19,128.47,85.33545478652877,3.47907,48.202422,29.091165784048,A+,建筑装饰,周期,3-10,0-50,A+/A,123.05916419390668,123.05916419390668,0.0,False,False,115.14359491147496,130.9747334763384,True,6.0,397.0,7.953671908366829,2023.0,80-90,7.0,0.5051885265700155,-0.0914146435748539,1.0,铁汉转债、鸿路转债、汇通转债、亚泰转债、精装转债、建工转债、中装转2,0.0232692624824023,1.3194024641601332,0.2574999786279939,0.4328712279547841,0.1428571428571428,-1.2883435582822125,-12.8857606930157,123.05916419390668,-5.410835806093317,False,0.15,0.125,6.948449089324645,34.24083580609333,2.3175665311376847,125.37673072504435,0.0464287990793448,0.0,123.05916419390668,False,127.21754666180564,0.078780686746957,125.08230161360206,125.37673072504435,0.001856957,157412700.0,,1.2467650166917321,6.28881615250702,-2.459030258266865,False
127084.SZ,柳工转2,2023-04-20,2023-04-19,119.995,87.54764930114358,30.0,134.4419008829,22.939997297812,AAA,机械设备,制造,20-50,50-300,AAA/AA+,120.18228326821963,120.18228326821963,0.0,False,False,112.2667139857879,128.09785255065137,True,6.0,397.0,7.953671908366829,2023.0,80-90,7.0,0.5205014390804606,0.1822238494011856,1.0,浙矿转债、弘亚转债、博实转债、斯莱转债、大元转债、耐普转债、泰福转债,-0.4084329712595707,0.9630504669556662,-1.2289754534570072,-0.6048410597575271,0.1428571428571428,3.609022556390973,-0.433526011560692,120.18228326821963,0.1872832682196303,False,0.15,0.125,6.970169074290757,37.11771673178038,1.6363622383759644,121.8186455065956,8.581470510366699e-06,0.0,120.18228326821963,False,122.59478995785165,0.0219832544651901,120.79425942728082,121.8186455065956,0.0145227548,1445470500.0,,3.4011973816621555,4.232038563063001,-3.7952457892566933,False
123186.SZ,志特转债,2023-04-21,2023-04-20,119.1,86.66017526777021,6.14033,58.346026548,35.444658192162,A+,建筑装饰,周期,3-10,50-300,A+/A,122.89404290574016,122.89404290574016,0.0,False,False,114.97847362330845,130.80961218817188,True,6.0,400.0,7.780057589449616,2023.0,80-90,7.0,0.5948628893831794,0.3052614039333963,1.0,海波转债、鸿路转债、花王转债、岩土转债、精工转债、测绘转债、精装转债,1.2253340005643,0.8377420461766965,3.9097876517418033,-2.2535431371782435,0.4285714285714285,-11.221945137157109,-10.169063840524862,122.89404290574016,3.79404290574017,False,0.1,0.125,6.427797127940485,34.40595709425985,0.659923043613839,123.553965949354,0.0157213682501378,0.0,122.89404290574016,False,125.84475885990264,0.0698623200992414,124.69680289662011,123.553965949354,0.0009582814,515839800.0,,1.8148784866431291,6.950369086173683,-2.588806168570581,False
123187.SZ,超达转债,2023-04-25,2023-04-24,124.0,85.27272727272728,4.69,20.4743325108,50.131204747136,A,汽车,制造,3-10,0-50,A+/A,123.00896849056365,123.00896849056365,0.0,False,False,115.36729354629264,130.65064343483465,True,6.0,395.0,6.661273012072412,2023.0,80-90,7.0,0.8160177956185652,0.718252579510219,1.0,今飞转债、威唐转债、汽模转2、冠盛转债、泉峰转债、豪能转债、联诚转债,-0.1927670139689891,0.0247081356029228,1.3553861619322978,-0.8724218781008708,0.1428571428571428,-4.253147329023477,-14.416058394160592,123.00896849056365,-0.991031509436354,False,0.1,0.1,6.528884898134626,34.291031509436365,2.272918965687359,125.281887456251,0.0435188198882128,0.0,123.00896849056365,False,126.54857548273937,0.0888679962102058,125.29449993423212,125.281887456251,0.0004507243,420390700.0,,1.545432582458188,7.70465471359063,-2.3275357065723385,False
123188.SZ,水羊转债,2023-04-25,2023-04-24,125.0,103.06345733041576,6.94987,55.0199049408,33.26501067839,A+,美容护理,消费,3-10,50-300,A+/A,131.99438310817078,131.99438310817078,0.0,False,False,124.35270816389976,139.6360580524418,True,6.0,395.0,6.661273012072412,2023.0,100-110,7.0,0.443838050766764,0.4994650633742692,0.1428571428571428,共同转债、珀莱转债、康医转债、奥佳转债、火星转债、台21转债、雪榕转债,1.398066796719112,2.150028037784937,2.918855592793303,-0.4226135523125118,0.2857142857142857,1.0729613733905683,2.243125904486254,131.99438310817078,6.99438310817078,False,0.1,0.1,6.389385889443318,25.30561689182923,0.3374617110371533,132.33184481920793,0.0474832166892994,0.0,131.99438310817078,False,135.24958832955997,0.019748472221567,132.3691935623492,132.33184481920793,0.001146857,571239500.0,,1.9387229543657882,6.770730121667392,-3.9047330672462333,False
123189.SZ,晓鸣转债,2023-04-25,2023-04-24,119.9,85.89809572825529,3.29,31.74629935,39.491134644142,A+,农林牧渔,消费,3-10,0-50,A+/A,124.41154494140186,124.41154494140186,0.0,False,False,116.76986999713084,132.05321988567286,True,6.0,395.0,6.661273012072412,2023.0,80-90,7.0,0.6579779867375306,0.4813218040702335,1.0,牧原转债、金农转债、巨星转债、天康转债、希望转2、湘佳转债、希望转债,0.3543639972082721,1.4489174471634083,-0.9488258368409987,1.5195581328687036,0.0,-3.414351851851849,-6.811836962590723,124.41154494140186,4.511544941401851,False,0.1,0.1,6.474133353894581,32.888455058598154,1.4009928634316904,125.81253780483355,0.0550248549593241,0.0,124.41154494140186,False,128.5834353994217,0.0884528094540594,126.5933521278043,125.81253780483355,0.0007710026,247956200.0,,1.1908875647772805,7.167818812162792,-2.3326741818919694,False
123190.SZ,道氏转02,2023-04-25,2023-04-24,112.11,86.73997412677879,26.0,78.0015341061,26.108255430208,AA-,电力设备,制造,20-50,50-300,AA/AA-,120.47907039755869,120.47907039755869,0.0,False,False,112.83739545328768,128.1207453418297,False,6.0,395.0,6.661273012072412,2023.0,80-90,7.0,0.681686874071145,0.5151412149416527,1.0,高测转债、芳源转债、天23转债、帝尔转债、嘉元转债、锂科转债、通22转债,0.9695718560368576,0.9619963875261932,2.639737411757306,-2.4905817712012945,0.2857142857142857,-8.651226158038138,-13.091380427738176,120.47907039755869,8.369070397558687,False,0.1,0.1,6.657924519768867,36.820929602441325,1.7275206095152538,122.20659100707394,2.913993919380365e-05,0.0,120.47907039755869,False,122.22908907704046,0.0213883731924004,121.06972523527978,122.20659100707394,0.0071308368,1857507300.0,,3.258096538021482,4.943326688188604,-3.8232873942309964,False
127081.SZ,中旗转债,2023-04-25,2023-04-24,118.5,99.00891972249752,5.4,35.3259387,42.993175544531,A+,建筑材料,周期,3-10,0-50,A+/A,130.00598024747185,130.00598024747185,0.0,False,False,122.09041096504012,137.9215495299036,False,6.0,395.0,6.661273012072412,2023.0,90-100,7.0,0.644720384772391,0.416524872281404,1.0,再22转债、长海转债、山玻转债、濮耐转债、垒知转债、旗滨转债、冀东转债,1.037871451111734,1.1410531092204494,3.182599669234296,-2.8559975627046263,0.2857142857142857,-6.606419445310074,-3.1663974151857843,130.00598024747185,11.505980247471854,False,0.1,0.1,7.069033041818983,27.29401975252816,0.472296244823549,130.4782764922954,0.0740533270996647,0.0,130.00598024747185,False,133.5026407631521,0.0783485551598481,131.60981550655805,130.4782764922954,0.0007473094,462622800.0,,1.6863989535702288,7.199031268490788,-2.4649995818201207,False
127083.SZ,山路转债,2023-04-26,2023-04-25,117.022,89.35128518971848,48.36,113.952109619,36.920459255366,AA+,建筑装饰,周期,20-50,50-300,AAA/AA+,121.09223560750816,121.09223560750816,0.0,False,False,112.99209536690624,129.19237584811006,True,6.0,391.0,6.618712060426103,2023.0,80-90,7.0,0.6631832170947964,0.4200110033168282,1.0,交建转债、核建转债、建工转债、中装转2、岩土转债、精工转债、汇通转债,-0.0516384126591841,-1.1795327570034269,-1.6235797383319976,3.8059567326789945,0.0,-10.866910866910862,-0.4092769440654842,121.09223560750816,4.0702356075081525,False,0.1,0.1,7.523055165676874,36.20776439249185,-0.6854515205654911,120.40678408694266,5.9546047474292295e-08,0.0,121.09223560750816,False,122.58508526329504,0.0232661013616522,121.72404574483406,120.40678408694266,0.00878048,3917718700.0,,3.878673025746592,4.735224203125573,-3.7372168251421045,False
113668.SH,鹿山转债,2023-04-27,2023-04-26,115.23,77.33581584292484,5.24,42.6374511,33.251276768511,A+,基础化工,周期,3-10,0-50,A+/A,117.27281627977716,117.27281627977716,0.0,False,False,109.17267603917524,125.37295652037908,True,6.0,392.0,7.268699378151735,2023.0,<80,7.0,0.8577646689039005,0.7890894776848432,1.0,裕兴转债、利民转债、锦鸡转债、百川转2、回天转债、苏利转债、丰山转债,-0.5006647115544123,-0.5387953504068642,-1.461605203708995,1.892047130391017,0.0,-4.792665138570539,-7.9016327353356175,117.27281627977716,2.0428162797771563,False,0.1,0.1,6.790026692343403,40.02718372022285,1.3880868393599668,118.66090311913712,0.0086152483005696,0.0,117.27281627977716,False,119.14732424433492,0.0190833758278967,117.84570662247611,118.66090311913712,0.0012300542,391844000.0,,1.6563214983329508,6.7006970455279955,-3.939669884750095,False
127082.SZ,亚科转债,2023-04-27,2023-04-26,119.27,86.37770897832817,11.59,69.7594671954,36.257309442317,AA,有色金属,周期,10-20,50-300,AA/AA-,120.76683619057098,120.76683619057098,0.0,False,False,112.66669594996908,128.8669764311729,True,6.0,392.0,7.268699378151735,2023.0,80-90,7.0,0.7112770924860767,0.6287611905524179,1.0,楚江转债、顺博转债、华友转债、翔鹭转债、中矿转债、明泰转债、金田转债,0.536640786059054,-0.0952189899182422,4.769030369176004,-1.3959119956123978,0.2857142857142857,-8.374384236453203,-5.423728813559325,120.76683619057098,1.4968361905709884,False,0.1,0.1,6.407312312929196,36.53316380942903,-0.1138999362803607,120.65293625429062,0.0022946362040676,0.0,120.76683619057098,False,122.4436631128288,0.0197900234637128,121.30908031731518,120.65293625429062,0.0027603682,867485000.0,,2.4501426573516603,5.892391202353739,-3.902588865236987,False
123191.SZ,智尚转债,2023-04-28,2023-04-27,124.1,93.18734793187348,6.9958,41.364,48.432462294217,AA-,纺织服饰,消费,3-10,0-50,AA/AA-,126.10450421712268,126.10450421712268,0.0,False,False,118.00436397652076,134.20464445772458,True,6.0,396.0,6.986677710982959,2023.0,90-100,7.0,0.5865219247194838,0.3120089930166595,1.0,盛泰转债、孚日转债、鲁泰转债、富春转债、起步转债、搜特转债、开润转债,-1.0389895086133747,-0.1159946086870207,-1.0342679152859997,1.715033870997151,0.1428571428571428,2.4977698483496846,-4.884105960264895,126.10450421712268,2.004504217122687,False,0.05,0.1,4.939937025654058,31.19549578287733,1.5749884672586438,127.67949268438132,0.0217641657867776,0.0,126.10450421712268,False,128.9321051485022,0.0806377283628796,127.99115465343644,127.67949268438132,0.0006012601,637799100.0,,1.945309968983281,7.4164829383485955,-2.433713612854441,False
111013.SH,新港转债,2023-05-05,2023-05-04,133.534,94.44444444444444,3.69135,34.7191017,18.91294665951,AA-,公用事业,周期,3-10,0-50,AA/AA-,124.2578021029239,124.2578021029239,0.0,False,False,116.157661862322,132.35794234352582,False,6.0,402.0,6.9163276805660425,2023.0,90-100,7.0,0.6760670915171704,0.5703001425896578,0.8571428571428571,晶科转债、九洲转2、长集转债、皖天转债、节能转债、双箭转债、首华转债,-1.1974845213987917,-0.8385019911687965,-1.6891408730848507,2.202547738020222,0.0,3.83233532934133,0.3472222222222099,124.2578021029239,-9.276197897076088,False,0.05,0.1,4.812060829635303,33.04219789707611,1.1090944283525077,125.3668965312764,0.0216159315596271,0.0,124.2578021029239,False,126.85365845100144,0.0202574709624455,124.75981562625046,125.3668965312764,0.0004036098,326559000.0,,1.3059922448028412,7.815061988312811,-3.878766149745047,False
123194.SZ,百洋转债,2023-05-05,2023-05-04,129.0,104.5586107091172,8.6,151.7539,28.684303033365,AA-,医药生物,消费,3-10,50-300,AA/AA-,130.5264795116894,130.5264795116894,0.0,False,False,122.0300727517122,139.02288627166658,True,6.0,402.0,6.9163276805660425,2023.0,100-110,7.0,0.6386890768352161,0.3997597661442655,1.0,九强转债、花园转债、微芯转债、溢利转债、大参转债、柳药转债、康医转债,2.256473246994036,2.183808644256485,5.454177602358149,1.7832187627569551,0.2857142857142857,0.1386001386001423,8.037383177570078,130.5264795116894,1.526479511689388,False,0.05,0.1,5.121084249447629,26.773520488310623,-1.4232998029160653,129.10317970877333,0.0068844543169383,0.0,130.5264795116894,False,132.51617800631212,0.0209475118255221,130.9471084894692,129.10317970877333,0.0010472967,753770800.0,,2.151762203259462,6.861543006149748,-3.844565383126701,False
123195.SZ,蓝晓转02,2023-05-08,2023-05-05,129.7,95.07171357705164,5.460645,295.4221085168,43.635688471329,A+,基础化工,周期,3-10,50-300,A+/A,126.58495483064196,126.58495483064196,0.0,False,False,118.08854807066476,135.08136159061914,True,6.0,403.0,8.00063616252878,2023.0,90-100,7.0,0.5249334783540734,-0.1142440621828992,1.0,道恩转债、会通转债、双箭转债、阿拉转债、优彩转债、新化转债、润禾转债,0.3348177337267956,-1.2193691997866587,0.4811850007779981,-0.7919000679283528,0.4285714285714285,-8.022952529994786,-5.781767660574966,126.58495483064196,-3.1150451693580266,False,0.05,0.1,5.170460811666981,30.71504516935805,0.8744781369056759,127.45943296754764,0.0037485564565962,0.0,126.58495483064196,False,127.93871082685165,0.0253675510206973,127.1693289372195,127.45943296754764,0.0008211022,456937100.0,,1.697566914647926,7.104862973920518,-3.648589586087499,False
113669.SH,景23转债,2023-05-09,2023-05-08,120.245,87.59237650719564,11.54,190.8007835492,51.168219870413,AA,电子,科技,10-20,50-300,AA/AA-,122.48863268930356,122.48863268930356,0.0,False,False,113.99222592932637,130.98503944928075,True,6.0,407.0,9.087096821200111,2023.0,80-90,7.0,0.7957626608509781,0.7505290174188978,1.0,景20转债、南电转债、长信转债、飞凯转债、强力转债、崇达转2、晶瑞转2,0.4873371817153381,2.391177898773089,1.5793241826680031,-1.972659285159295,0.1428571428571428,0.0888888888888939,-14.761544284632864,122.48863268930356,2.2436326893035528,False,0.0,0.1,4.438727846986588,34.811367310696454,3.050417369822294,125.53905005912586,0.0007080347618254,0.0,122.48863268930356,False,125.05439966038372,0.0233912593305755,123.09934397961588,125.53905005912586,0.0016874092,971348000.0,,2.4458192610799534,6.384560944072667,-3.731723681987832,False
123193.SZ,海能转债,2023-05-09,2023-05-08,116.324,80.48999103674933,6.0,41.288761248,55.69018228213,AA-,电子,科技,3-10,0-50,AA/AA-,119.80361650730686,119.80361650730686,0.0,False,False,111.30720974732968,128.30002326728405,True,6.0,407.0,9.087096821200111,2023.0,80-90,7.0,0.7411671438237749,0.589710514645504,1.0,银微转债、明电转债、利德转债、景20转债、长信转债、环旭转债、华正转债,0.4282820888060176,5.219103060341736,1.1607726089529962,-2.392877471094468,0.2857142857142857,4.702681694520017,-18.190100212572112,119.80361650730686,3.479616507306858,False,0.0,0.1,4.011653968485744,37.49638349269316,4.043501070298722,123.84711757760556,0.0086413970646697,0.0,119.80361650730686,False,122.79084318338651,0.0213945591652808,120.40528045364572,123.84711757760556,0.0012609046,468679400.0,,1.791759469228055,6.6759258791039455,-3.822991893565204,False
