目标转债代码,目标转债名称,logit_l2,ridge_alpha,probability_weight,prob_cal_window,price_cal_window,n,mae,rmse,bias,within5,within10,noncap_n,noncap_mae,是否入选
111026.SH,派克转债,0.3,1.0,0.69,0,0,178,5.802139273174685,9.147060783383159,-1.371495032062184,0.5674157303370787,0.8089887640449438,111,5.226484847403753,False
111026.SH,派克转债,0.3,1.0,0.69,0,20,178,5.723734663379135,9.35469656659753,-2.039111960767869,0.6235955056179775,0.8146067415730337,111,5.011900978490792,False
111026.SH,派克转债,0.3,1.0,0.69,0,40,178,5.678540847599869,9.512344069926078,-2.2166231376588015,0.651685393258427,0.8370786516853933,111,4.8289324519781625,False
111026.SH,派克转债,0.3,1.0,0.69,0,60,178,5.739686360516497,9.483000626597532,-2.1961192034881782,0.6404494382022472,0.8258426966292135,111,5.00199483804113,False
111026.SH,派克转债,0.3,1.0,0.7,0,0,178,5.792203355984381,9.1495758357891,-1.3658483597341082,0.5674157303370787,0.8089887640449438,111,5.2212067593551605,False
111026.SH,派克转债,0.3,1.0,0.7,0,20,178,5.719610552546092,9.356996981265386,-2.034809038426476,0.6235955056179775,0.8202247191011236,111,5.012008467769099,False
111026.SH,派克转债,0.3,1.0,0.7,0,40,178,5.675434474229451,9.514800049114411,-2.2166535998503973,0.651685393258427,0.8370786516853933,111,4.829685563678595,False
111026.SH,派克转债,0.3,1.0,0.7,0,60,178,5.73677529218286,9.486898796727884,-2.1972225795348366,0.6404494382022472,0.8258426966292135,111,5.005076360796318,False
111026.SH,派克转债,0.3,1.0,0.75,0,0,178,5.755712994033953,9.165919217168819,-1.3376149980937264,0.5786516853932584,0.8089887640449438,111,5.215966606249085,False
111026.SH,派克转债,0.3,1.0,0.75,0,20,178,5.695490508127391,9.37632491135894,-2.0094517367761773,0.6235955056179775,0.8146067415730337,111,5.017861015468402,False
111026.SH,派克转债,0.3,1.0,0.75,0,40,178,5.65854949558591,9.531125710748137,-2.20928369804248,0.651685393258427,0.8258426966292135,111,4.83670516341775,False
111026.SH,派克转债,0.3,1.0,0.75,0,60,178,5.703779408684002,9.49974618312304,-2.18391102039842,0.651685393258427,0.8258426966292135,111,4.997012243589647,False
111026.SH,派克转债,0.3,1.0,0.8,0,0,178,5.726996758546462,9.188516333894237,-1.3093816364533428,0.5955056179775281,0.8089887640449438,111,5.2231930703538465,False
111026.SH,派克转债,0.3,1.0,0.8,0,20,178,5.673247606430332,9.409801413120197,-1.9850224621222228,0.6348314606741573,0.8146067415730337,111,5.025317596362261,False
111026.SH,派克转债,0.3,1.0,0.8,0,40,178,5.637679947729538,9.548448612549373,-2.1849506081961803,0.6629213483146067,0.8258426966292135,111,4.837719595095648,False
111026.SH,派克转债,0.3,1.0,0.8,0,60,178,5.662945561005423,9.512629555469806,-2.1801171839114812,0.651685393258427,0.8258426966292135,111,4.964702861623818,False
